id,lang,title,arabicText,transliteration,translation,category,reference,source,count,isFeatured
repentance_3,ar,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلاَّ هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إِلَيْهِ,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلاَّ هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إِلَيْهِ,,,repentance,At-Tirmidhi 3577,Hisnul Muslim,3,false
repentance_4,es,Dua de Tarawih,اللَّهُمَّ إِنَّكَ عُفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي,,"Oh Allah, realmente eres Perdonador y Generoso, Te gusta el perdón, perdóname.",repentance,At-Tirmidhi 3513,Hisnul Muslim,1,false
repentance_4,en,,,,,,,,,false
repentance_4,ar,اللَّهُمَّ إِنَّكَ عُفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي,اللَّهُمَّ إِنَّكَ عُفُوٌّ كَرِيمٌ تُحِبُّ الْعَفْوَ فَاعْفُ عَنِّي,,,repentance,At-Tirmidhi 3513,Hisnul Muslim,1,false
mosque_1,es,Al entrar en la mezquita,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ,Allahumma iftah li abwaba rahmatik,"Oh Allah, ábreme las puertas de Tu misericordia.",mosque,Muslim 713,Hisnul Muslim,1,true
mosque_1,en,,,,,,,,,false
mosque_1,ar,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ,اللَّهُمَّ افْتَحْ لِي أَبْوَابَ رَحْمَتِكَ,,,mosque,Muslim 713,Hisnul Muslim,1,true
mosque_2,es,Al salir de la mezquita,اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ,Allahumma inni as'aluka min fadlik,"Oh Allah, te pido de Tu favor.",mosque,Muslim 713,Hisnul Muslim,1,false
mosque_2,en,,,,,,,,,false
mosque_2,ar,اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ,اللَّهُمَّ إِنِّي أَسْأَلُكَ مِنْ فَضْلِكَ,,,mosque,Muslim 713,Hisnul Muslim,1,false
mosque_3,es,Al escuchar el adhan,وَأَنَا أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللَّهِ,Wa ana ashhadu an la ilaha illa Allah wa anna Muhammadan rasul Allah,Y yo testifico que no hay divinidad sino Allah y que Muhammad es el mensajero de Allah.,mosque,Muslim 385,Hisnul Muslim,1,false
mosque_3,en,,,,,,,,,false
mosque_3,ar,وَأَنَا أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللَّهِ,وَأَنَا أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللَّهِ,,,mosque,Muslim 385,Hisnul Muslim,1,false
mosque_4,es,Al hacer duaa en la mezquita,اللَّهُمَّ رَبَّ هَذِهِ الدَّعْوَةِ التَّامَّةِ,,"Oh Allah, Señor de esta invitación perfecta.",mosque,Al-Bukhari 720,Hisnul Muslim,1,false
mosque_4,en,,,,,,,,,false
mosque_4,ar,اللَّهُمَّ رَبَّ هَذِهِ الدَّعْوَةِ التَّامَّةِ,اللَّهُمَّ رَبَّ هَذِهِ الدَّعْوَةِ التَّامَّةِ,,,mosque,Al-Bukhari 720,Hisnul Muslim,1,false
mosque_5,es,Shadak,صَدَقَ اللَّهُ الْكَبِيرُ,,"Allah ha dicho la verdad, el Grandioso.",mosque,Al-Bukhari 738,Hisnul Muslim,1,false
mosque_5,en,,,,,,,,,false
mosque_5,ar,صَدَقَ اللَّهُ الْكَبِيرُ,صَدَقَ اللَّهُ الْكَبِيرُ,,,mosque,Al-Bukhari 738,Hisnul Muslim,1,false
rain_1,es,Al ver la lluvia,اللَّهُمَّ صَيِّبًا نَافِعًا,Allahumma sayyiban nafi'an,"Oh Allah, concédenos lluvia beneficiosa.",rain,Al-Bukhari 1032,Hisnul Muslim,1,true
rain_1,en,,,,,,,,,false
rain_1,ar,اللَّهُمَّ صَيِّبًا نَافِعًا,اللَّهُمَّ صَيِّبًا نَافِعًا,,,rain,Al-Bukhari 1032,Hisnul Muslim,1,true
rain_2,es,Después de la lluvia,مُطِرْنَا بِفَضْلِ اللَّهِ وَرَحْمَتِهِ,Mutirna bi fadli llahi wa rahmatih,Ha llovido por el favor y la misericordia de Allah.,rain,Al-Bukhari 846,Hisnul Muslim,1,false
rain_2,en,,,,,,,,,false
rain_2,ar,مُطِرْنَا بِفَضْلِ اللَّهِ وَرَحْمَتِهِ,مُطِرْنَا بِفَضْلِ اللَّهِ وَرَحْمَتِهِ,,,rain,Al-Bukhari 846,Hisnul Muslim,1,false
rain_3,es,Dua durante la sequía,اللَّهُمَّ اسْقِنَا غَيْثًا مُغِيثًا مَرِيئًا نَافِعًا,,"Oh Allah, danos lluvia abundante, que瑞 refresque, sea nutritiva y beneficiosa.",rain,Ibn Majah 2269,Hisnul Muslim,1,false
rain_3,en,,,,,,,,,false
rain_3,ar,اللَّهُمَّ اسْقِنَا غَيْثًا مُغِيثًا مَرِيئًا نَافِعًا,اللَّهُمَّ اسْقِنَا غَيْثًا مُغِيثًا مَرِيئًا نَافِعًا,,,rain,Ibn Majah 2269,Hisnul Muslim,1,false
stress_1,es,Dua de Yunus,لاَ إِلَهَ إِلاَّ أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,La ilaha illa anta subhanaka inni kuntu mina z-zalimin,No hay divinidad sino Tú. Glorificado seas. Ciertamente he sido de los injustos.,stress,Al-Anbiya 21:87,Hisnul Muslim,1,true
stress_1,en,,,,,,,,,false
stress_1,ar,لاَ إِلَهَ إِلاَّ أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,لاَ إِلَهَ إِلاَّ أَنْتَ سُبْحَانَكَ إِنِّي كُنْتُ مِنَ الظَّالِمِينَ,,,stress,Al-Anbiya 21:87,Hisnul Muslim,1,true
stress_2,es,Facilidad en las dificultades,اللَّهُمَّ لاَ سَهْلَ إِلاَّ مَا جَعَلْتَهُ سَهْلاً وَأَنْتَ تَجْعَلُ الْحُزْنَ إِذَا شِئْتَ سَهْلاً,"Allahumma la sahla illa ma ja'altahu sahla, wa anta taj'alu l-hazna idha shi'ta sahla","Oh Allah, no hay facilidad sino la que Tú haces fácil, y Tú haces la tristeza fácil cuando quieres.",stress,Ibn Hibban 2427,Hisnul Muslim,1,false
stress_2,en,,,,,,,,,false
stress_2,ar,اللَّهُمَّ لاَ سَهْلَ إِلاَّ مَا جَعَلْتَهُ سَهْلاً وَأَنْتَ تَجْعَلُ الْحُزْنَ إِذَا شِئْتَ سَهْلاً,اللَّهُمَّ لاَ سَهْلَ إِلاَّ مَا جَعَلْتَهُ سَهْلاً وَأَنْتَ تَجْعَلُ الْحُزْنَ إِذَا شِئْتَ سَهْلاً,,,stress,Ibn Hibban 2427,Hisnul Muslim,1,false
stress_3,es,En momentos difíciles,حَسْبِيَ اللَّهُ وَكَفَى,Hasbiya Allahu wa kafa,Allah me basta y es suficiente.,stress,Az-Zumar 39:38,Hisnul Muslim,1,false
stress_3,en,,,,,,,,,false
stress_3,ar,حَسْبِيَ اللَّهُ وَكَفَى,حَسْبِيَ اللَّهُ وَكَفَى,,,stress,Az-Zumar 39:38,Hisnul Muslim,1,false
stress_4,es,Cuando algo sale mal,رَبِّ إِنِّي لِمَا أَنْزَلْتَ إِلَيَّ مِنْ خَيْرٍ فَقِيرٌ,Rabbi inni lima anzalta ilayya min khayrin faqir,"Señor mío, realmente estoy necesitado de todo bien que Tú me envíes.",stress,Al-Qasas 28:24,Hisnul Muslim,1,false
stress_4,en,,,,,,,,,false
stress_4,ar,رَبِّ إِنِّي لِمَا أَنْزَلْتَ إِلَيَّ مِنْ خَيْرٍ فَقِيرٌ,رَبِّ إِنِّي لِمَا أَنْزَلْتَ إِلَيَّ مِنْ خَيْرٍ فَقِيرٌ,,,stress,Al-Qasas 28:24,Hisnul Muslim,1,false
stress_5,es,Dua de Musa,رَبِّ إِنِّي ظَلَمْتُ نَفْسِي فَاغْفِرْ لِي,,"Señor mío, he sido injusto conmigo mismo. Perdóname.",stress,Al-Qasas 28:16,Hisnul Muslim,1,false
stress_5,en,,,,,,,,,false
stress_5,ar,رَبِّ إِنِّي ظَلَمْتُ نَفْسِي فَاغْفِرْ لِي,رَبِّ إِنِّي ظَلَمْتُ نَفْسِي فَاغْفِرْ لِي,,,stress,Al-Qasas 28:16,Hisnul Muslim,1,false
gratitude_1,es,Gratitud por los beneficios,الْحَمْدُ لِلَّهِ الَّذِي بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ,Alhamdu lillahi alladhi bi ni'matihi tatimmu s-salihat,"Alabado sea Allah, por cuyo favor se completan las buenas obras.",gratitude,Ibn Majah 3803,Hisnul Muslim,1,true
gratitude_1,en,,,,,,,,,false
gratitude_1,ar,الْحَمْدُ لِلَّهِ الَّذِي بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ,الْحَمْدُ لِلَّهِ الَّذِي بِنِعْمَتِهِ تَتِمُّ الصَّالِحَاتُ,,,gratitude,Ibn Majah 3803,Hisnul Muslim,1,true
gratitude_2,es,Pidiendo ser agradecido,رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ,Rabbi awzi'ni an ashkura ni'mataka allati an'amta alayya,"Señor mío, inspírame a agradecerTu favor que me has concesiónado.",gratitude,Al-Ankabut 27:19,Hisnul Muslim,1,false
gratitude_2,en,,,,,,,,,false
gratitude_2,ar,رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ,رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ,,,gratitude,Al-Ankabut 27:19,Hisnul Muslim,1,false
gratitude_3,es,Al recibir una bendición,اللَّهُمَّ لَكَ الْحَمْدُ حَتَّى تَرْضَى,,"Oh Allah, a Ti pertenece la alabanza hasta que estés satisfecho.",gratitude,At-Tirmidhi 2732,Hisnul Muslim,1,false
gratitude_3,en,,,,,,,,,false
gratitude_3,ar,اللَّهُمَّ لَكَ الْحَمْدُ حَتَّى تَرْضَى,اللَّهُمَّ لَكَ الْحَمْدُ حَتَّى تَرْضَى,,,gratitude,At-Tirmidhi 2732,Hisnul Muslim,1,false
gratitude_4,es,Shukran liLlah,شُكْرًا لِلَّهِ,,Gracias a Allah.,gratitude,Al-Bukhari 6042,Hisnul Muslim,1,false
gratitude_4,en,,,,,,,,,false
gratitude_4,ar,شُكْرًا لِلَّهِ,شُكْرًا لِلَّهِ,,,gratitude,Al-Bukhari 6042,Hisnul Muslim,1,false
after_prayer_1,es,Después de la oración,اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ,Allahumma a'inni ala dhikrika wa shukrika wa husni 'ibadatika,"Oh Allah, ayúdame a recordarte, agradecerte y adorarte excelentemente.",after_prayer,Abu Dawud 1422,Hisnul Muslim,1,true
after_prayer_1,en,,,,,,,,,false
after_prayer_1,ar,اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ,اللَّهُمَّ أَعِنِّي عَلَى ذِكْرِكَ وَشُكْرِكَ وَحُسْنِ عِبَادَتِكَ,,,after_prayer,Abu Dawud 1422,Hisnul Muslim,1,true
after_prayer_2,es,SubhanAllah,سُبْحَانَ اللَّهِ,SubhanAllah,Glorificado sea Allah.,after_prayer,Al-Bukhari 6405,Hisnul Muslim,33,false
after_prayer_2,en,,,,,,,,,false
after_prayer_2,ar,سُبْحَانَ اللَّهِ,سُبْحَانَ اللَّهِ,,,after_prayer,Al-Bukhari 6405,Hisnul Muslim,33,false
after_prayer_3,es,AlhamduLillah,الْحَمْدُ لِلَّهِ,AlhamduLillah,Alabado sea Allah.,after_prayer,Al-Bukhari 6405,Hisnul Muslim,33,false
after_prayer_3,en,,,,,,,,,false
after_prayer_3,ar,الْحَمْدُ لِلَّهِ,الْحَمْدُ لِلَّهِ,,,after_prayer,Al-Bukhari 6405,Hisnul Muslim,33,false
after_prayer_4,es,Allahu Akbar,اللَّهُ أَكْبَرُ,Allahu Akbar,Allah es el Más Grande.,after_prayer,Al-Bukhari 6405,Hisnul Muslim,34,false
after_prayer_4,en,,,,,,,,,false
after_prayer_4,ar,اللَّهُ أَكْبَرُ,اللَّهُ أَكْبَرُ,,,after_prayer,Al-Bukhari 6405,Hisnul Muslim,34,false
after_prayer_5,es,Shahada final,لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"La ilaha illa Allahu wahdahu la sharika lahu, lahu l-mulku wa lahu l-hamdu wa huwa ala kulli shay'in qadir","No hay divinidad sino Allah, Único, sin compañero. Suyo es el dominio y la alabanza, y Él tiene poder sobre todas las cosas.",after_prayer,Al-Bukhari 6406,Hisnul Muslim,1,false
after_prayer_5,en,,,,,,,,,false
after_prayer_5,ar,لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,,,after_prayer,Al-Bukhari 6406,Hisnul Muslim,1,false
after_prayer_6,es,Protección contra la hipocresía,اللَّهُمَّ لَا تُخْزِنِي يَوْمَ الْقِيَامَةِ,,"Oh Allah, no me humilles el Día del Juicio.",after_prayer,Abu Dawud 767,Hisnul Muslim,1,false
after_prayer_6,en,,,,,,,,,false
after_prayer_6,ar,اللَّهُمَّ لَا تُخْزِنِي يَوْمَ الْقِيَامَةِ,اللَّهُمَّ لَا تُخْزِنِي يَوْمَ الْقِيَامَةِ,,,after_prayer,Abu Dawud 767,Hisnul Muslim,1,false
after_prayer_7,es,Entrada al Paraíso,اللَّهُمَّ أَجِرْنِي مِنَ النَّارِ,,"Oh Allah,guárdame del Fuego.",after_prayer,Al-Bukhari 6328,Hisnul Muslim,1,false
after_prayer_7,en,,,,,,,,,false
after_prayer_7,ar,اللَّهُمَّ أَجِرْنِي مِنَ النَّارِ,اللَّهُمَّ أَجِرْنِي مِنَ النَّارِ,,,after_prayer,Al-Bukhari 6328,Hisnul Muslim,1,false
wudu_1,es,Al hacer wudu,أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,Ashhadu an la ilaha illa Allahu wahdahu la sharika lahu wa ashhadu anna Muhammadan 'abduhu wa rasuluhu,"Testifico que no hay divinidad sino Allah, Único, sin compañero. Y testifico que Muhammad es Su siervo y mensajero.",wudu,Muslim 234,Hisnul Muslim,1,true
wudu_1,en,,,,,,,,,false
wudu_1,ar,أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,أَشْهَدُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَحْدَهُ لاَ شَرِيكَ لَهُ وَأَشْهَدُ أَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,,,wudu,Muslim 234,Hisnul Muslim,1,true
wudu_2,es,Después del wudu,اللَّهُمَّ اجْعَلْنِي مِنَ التَّوَّابِينَ وَاجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,Allahumma ja'ali mina t-tawwabina wa ja'ali mina l-mutatahhirin,"Oh Allah, inclúyeme entre los que se arrepienten y entre los purificados.",wudu,At-Tirmidhi 55,Hisnul Muslim,1,false
wudu_2,en,,,,,,,,,false
wudu_2,ar,اللَّهُمَّ اجْعَلْنِي مِنَ التَّوَّابِينَ وَاجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,اللَّهُمَّ اجْعَلْنِي مِنَ التَّوَّابِينَ وَاجْعَلْنِي مِنَ الْمُتَطَهِّرِينَ,,,wudu,At-Tirmidhi 55,Hisnul Muslim,1,false
wudu_3,es,Wudu completo,شَهِدْتُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,,Testifico que no hay divinidad sino Allah y que Muhammad es Su siervo y mensajero.,wudu,Al-Bukhari 6296,Hisnul Muslim,1,false
wudu_3,en,,,,,,,,,false
wudu_3,ar,شَهِدْتُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,شَهِدْتُ أَنْ لاَ إِلَهَ إِلاَّ اللَّهُ وَأَنَّ مُحَمَّدًا عَبْدُهُ وَرَسُولُهُ,,,wudu,Al-Bukhari 6296,Hisnul Muslim,1,false
hajj_1,es,Talbiya,لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ، لَبَّيْكَ لاَ شَرِيكَ لَكَ لَبَّيْكَ، إِنَّ الْحَمْدَ وَالنِّعْمَةَ لَكَ وَالْمُلْكَ لاَ شَرِيكَ لَكَ,"Labbayka Allahumma labbayka, labbayka la sharika laka labbayka, inna l-hamda wa n-ni'mata laka wa l-mulka la sharika laka","A tu servicio, Allah, a tu servicio. A tu servicio no tienes compañero. A tu servicio. Ciertamente la alabanza, el favor y el dominio son Tuyos, no tienes compañero.",hajj,Al-Bukhari 6149,Hisnul Muslim,1,true
hajj_1,en,,,,,,,,,false
hajj_1,ar,لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ، لَبَّيْكَ لاَ شَرِيكَ لَكَ لَبَّيْكَ، إِنَّ الْحَمْدَ وَالنِّعْمَةَ لَكَ وَالْمُلْكَ لاَ شَرِيكَ لَكَ,لَبَّيْكَ اللَّهُمَّ لَبَّيْكَ، لَبَّيْكَ لاَ شَرِيكَ لَكَ لَبَّيْكَ، إِنَّ الْحَمْدَ وَالنِّعْمَةَ لَكَ وَالْمُلْكَ لاَ شَرِيكَ لَكَ,,,hajj,Al-Bukhari 6149,Hisnul Muslim,1,true
hajj_2,es,Al ver la Ka'ba,اللَّهُمَّ زِدْ هَذَا الْبَيْتَ تَكْرِيمًا وَتَعْظِيمًا وَمَهَابَةً,Allahumma zid hadha l-bayta takriman wa ta'ziman wa mahabatan,"Oh Allah, aumenta el honor, grandeza y reverencia de esta Casa.",hajj,Al-Bukhari 1333,Hisnul Muslim,1,false
hajj_2,en,,,,,,,,,false
hajj_2,ar,اللَّهُمَّ زِدْ هَذَا الْبَيْتَ تَكْرِيمًا وَتَعْظِيمًا وَمَهَابَةً,اللَّهُمَّ زِدْ هَذَا الْبَيْتَ تَكْرِيمًا وَتَعْظِيمًا وَمَهَابَةً,,,hajj,Al-Bukhari 1333,Hisnul Muslim,1,false
hajj_3,es,Al Tawaf,رَبِّ اجْعَلْنِي مُقِيمَ الصَّلَاةِ وَمِنْ ذُرِّيَّتِي,,"Señor mío, haz que yo sea persistente en la oración y también de mi descendencia.",hajj,Ibrahim 14:40,Hisnul Muslim,1,false
hajj_3,en,,,,,,,,,false
hajj_3,ar,رَبِّ اجْعَلْنِي مُقِيمَ الصَّلَاةِ وَمِنْ ذُرِّيَّتِي,رَبِّ اجْعَلْنِي مُقِيمَ الصَّلَاةِ وَمِنْ ذُرِّيَّتِي,,,hajj,Ibrahim 14:40,Hisnul Muslim,1,false
hajj_4,es,Dua de Sa'i,اللَّهُمَّ اجْعَلْ فِي قَلْبِي نُورًا وَفِي بَصَرِي نُورًا,,"Oh Allah, pon luz en mi corazón y luz en mi vista.",hajj,Al-Bukhari 6316,Hisnul Muslim,1,false
hajj_4,en,,,,,,,,,false
hajj_4,ar,اللَّهُمَّ اجْعَلْ فِي قَلْبِي نُورًا وَفِي بَصَرِي نُورًا,اللَّهُمَّ اجْعَلْ فِي قَلْبِي نُورًا وَفِي بَصَرِي نُورًا,,,hajj,Al-Bukhari 6316,Hisnul Muslim,1,false
parents_1,es,Oración por los padres,رَبِّ ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,Rabbi irhamhuma kama rabbayani saghira,"Señor mío, ten misericordia de ellos como me criaron de pequeño.",parents,Al-Isra 17:24,Hisnul Muslim,1,true
parents_1,en,,,,,,,,,false
parents_1,ar,رَبِّ ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,رَبِّ ارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,,,parents,Al-Isra 17:24,Hisnul Muslim,1,true
parents_2,es,Bendición de los padres,رَبَّنَا هَبْ لَنَا مِنْ أَزْوَاجِنَا وَذُرِّيَّاتِنَا قُرَّةَ أَعْيُنٍ,Rabbana hab lana min azwajina wa dhurriyyatina qurra a'yunin,"Señor nuestro, concédenos de esposas y descendientes la alegría de nuestros ojos.",parents,Al-Furqan 25:74,Hisnul Muslim,1,false
parents_2,en,,,,,,,,,false
parents_2,ar,رَبَّنَا هَبْ لَنَا مِنْ أَزْوَاجِنَا وَذُرِّيَّاتِنَا قُرَّةَ أَعْيُنٍ,رَبَّنَا هَبْ لَنَا مِنْ أَزْوَاجِنَا وَذُرِّيَّاتِنَا قُرَّةَ أَعْيُنٍ,,,parents,Al-Furqan 25:74,Hisnul Muslim,1,false
parents_3,es,Bendición de los hijos,اللَّهُمَّ بَارِكْ لِي فِي أَهْلِي,,"Oh Allah, bendice a mi familia.",parents,Al-Bukhari 6332,Hisnul Muslim,1,false
parents_3,en,,,,,,,,,false
parents_3,ar,اللَّهُمَّ بَارِكْ لِي فِي أَهْلِي,اللَّهُمَّ بَارِكْ لِي فِي أَهْلِي,,,parents,Al-Bukhari 6332,Hisnul Muslim,1,false
parents_4,es,Por los padres difuntos,اللَّهُمَّ اغْفِرْ لِوَالِدَيَّ وَارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,,"Oh Allah, perdona a mis padres y ten misericordia de ellos como me criaron de pequeño.",parents,Al-Bukhari 2472,Hisnul Muslim,1,false
parents_4,en,,,,,,,,,false
parents_4,ar,اللَّهُمَّ اغْفِرْ لِوَالِدَيَّ وَارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,اللَّهُمَّ اغْفِرْ لِوَالِدَيَّ وَارْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيرًا,,,parents,Al-Bukhari 2472,Hisnul Muslim,1,false
zikr_1,es,Tasbih por la mañana,سُبْحَانَ اللَّهِ وَبِحَمْدِهِ,Subhana Allahi wa bi-hamdihi,Glorificado sea Allah y con Él la alabanza.,zikr,Muslim 2692,Hisnul Muslim,100,false
zikr_1,en,,,,,,,,,false
zikr_1,ar,سُبْحَانَ اللَّهِ وَبِحَمْدِهِ,سُبْحَانَ اللَّهِ وَبِحَمْدِهِ,,,zikr,Muslim 2692,Hisnul Muslim,100,false
zikr_2,es,Tahmid,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,Alhamdu lillahi Rabbi l-alamin,"Alabado sea Allah, Señor de los mundos.",zikr,Al-Fatiha 1:2,Hisnul Muslim,1,false
zikr_2,en,,,,,,,,,false
zikr_2,ar,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,الْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,,,zikr,Al-Fatiha 1:2,Hisnul Muslim,1,false
zikr_3,es,Takbir,اللَّهُ أَكْبَرُ كَبِيرًا,Allahu Akbar kabiran,Allah es grandísimo.,zikr,Al-Bukhari 6406,Hisnul Muslim,1,false
zikr_3,en,,,,,,,,,false
zikr_3,ar,اللَّهُ أَكْبَرُ كَبِيرًا,اللَّهُ أَكْبَرُ كَبِيرًا,,,zikr,Al-Bukhari 6406,Hisnul Muslim,1,false
zikr_4,es,Astaghfirullah,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ,Astaghfirullah al-'azim,Pido perdón a Allah el Grandioso.,zikr,Al-Bukhari 6407,Hisnul Muslim,3,false
zikr_4,en,,,,,,,,,false
zikr_4,ar,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ,أَسْتَغْفِرُ اللَّهَ الْعَظِيمَ,,,zikr,Al-Bukhari 6407,Hisnul Muslim,3,false
zikr_5,es,La ilaha illa Allah,لَا إِلَهَ إِلَّا اللَّهُ,La ilaha illa Allah,No hay divinidad sino Allah.,zikr,Al-Bukhari 6408,Hisnul Muslim,10,false
zikr_5,en,,,,,,,,,false
zikr_5,ar,لَا إِلَهَ إِلَّا اللَّهُ,لَا إِلَهَ إِلَّا اللَّهُ,,,zikr,Al-Bukhari 6408,Hisnul Muslim,10,false
zikr_6,es,Kalima Tawhid,لَا إِلَهَ إِلَّا اللَّهُ مُحَمَّدٌ رَسُولُ اللَّهِ,La ilaha illa Allah Muhammadun rasul Allah,No hay divinidad sino Allah y Muhammad es el mensajero de Allah.,zikr,Muslim 190,Hisnul Muslim,1,false
zikr_6,en,,,,,,,,,false
zikr_6,ar,لَا إِلَهَ إِلَّا اللَّهُ مُحَمَّدٌ رَسُولُ اللَّهِ,لَا إِلَهَ إِلَّا اللَّهُ مُحَمَّدٌ رَسُولُ اللَّهِ,,,zikr,Muslim 190,Hisnul Muslim,1,false
zikr_7,es,Rabana atina,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ,Rabbanaatina fil-dunya hasanatan wa fil-akhirati hasanatan wa qina 'adhab an-nar,"Señor nuestro, danos lo bueno en este mundo y lo bueno en el otro y guárdanos del castigo del Fuego.",zikr,Al-Bakarah 2:201,Hisnul Muslim,1,false
zikr_7,en,,,,,,,,,false
zikr_7,ar,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ,رَبَّنَا آتِنَا فِي الدُّنْيَا حَسَنَةً وَفِي الْآخِرَةِ حَسَنَةً وَقِنَا عَذَابَ النَّارِ,,,zikr,Al-Bakarah 2:201,Hisnul Muslim,1,false
zikr_8,es,SubhanAllah wa biHamdihi,سُبْحَانَ اللَّهِ وَبِحَمْدِهِ سُبْحَانَ اللَّهِ الْعَظِيمِ,"Subhana Allahi wa bi-hamdihi, subhana Allahi l-azim","Glorificado sea Allah y con Su alabanza. Glorificado sea Allah, el Grandioso.",zikr,Muslim 2732,Hisnul Muslim,1,false
zikr_8,en,,,,,,,,,false
zikr_8,ar,سُبْحَانَ اللَّهِ وَبِحَمْدِهِ سُبْحَانَ اللَّهِ الْعَظِيمِ,سُبْحَانَ اللَّهِ وَبِحَمْدِهِ سُبْحَانَ اللَّهِ الْعَظِيمِ,,,zikr,Muslim 2732,Hisnul Muslim,1,false
